imgs,cnts,areas,avg_cnts,area_sums,area_busy_rate,dataset,flag,areas_segmented,avg_cnts_segmented,area_busy_rate_segmented
TCGA-B9-A8YI-01Z-00-DX1_2.png,112,1019.7232142857144,0.0009806582668616,114209,0.1300184652654922,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q2
TCGA-B9-A8YI-01Z-00-DX1_3.png,397,494.0100755667506,0.0020242502116029,196122,0.0870701366505953,MoNuSAC,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q1
TCGA-B9-A8YI-01Z-00-DX1_4.png,6,438.1666666666667,0.00228223659186,2629,0.0420350798650528,MoNuSAC,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q1
TCGA-B9-A8YI-01Z-00-DX1_5.png,7,3389.285714285714,0.000295047418335,23725,0.3745894909688013,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-BH-A18T-01Z-00-DX1_1.png,761,328.97109067017084,0.0030397807842714,250347,0.209843614969443,MoNuSAC,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q2
TCGA-BH-A18T-01Z-00-DX1_2.png,17,2778.4117647058824,0.0003599178540427,47233,0.1241715630216754,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q2
TCGA-BH-A18T-01Z-00-DX1_3.png,12,1879.9166666666667,0.00053193847245,22559,0.1083301719625629,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q1
TCGA-BH-A18T-01Z-00-DX1_4.png,58,456.5344827586207,0.0021904150458854,26479,0.1588126982984568,MoNuSAC,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q2
TCGA-BH-A18T-01Z-00-DX1_5.png,134,991.8731343283582,0.0010081934527616,132911,0.1869715922359051,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q2
TCGA-BH-A18T-01Z-00-DX1_6.png,249,916.4538152610442,0.0010911624605056,228197,0.1960841093307876,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q2
TCGA-D8-A1X5-01Z-00-DX2_1.png,7,631.1428571428571,0.0015844273426889,4418,0.0564168050057463,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q1
TCGA-D8-A1X5-01Z-00-DX2_2.png,512,384.587890625,0.0026001858726619,196909,0.1443038846676985,MoNuSAC,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q2
TCGA-D8-A1X5-01Z-00-DX2_3.png,429,1322.9463869463868,0.0007558885302284,567544,0.2519971725223161,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-D8-A1X5-01Z-00-DX2_4.png,15,1360.5333333333333,0.000735005880047,20408,0.023829540783918,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q1
TCGA-DW-7841-01Z-00-DX1_1.png,717,342.5788005578801,0.0029190364329944,245629,0.3153998659452019,MoNuSAC,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q3
TCGA-DW-7841-01Z-00-DX1_2.png,394,631.751269035533,0.0015829014503234,248910,0.3252994098058998,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-DW-7841-01Z-00-DX1_3.png,12,2731.4166666666665,0.0003661103822802,32777,0.2061446540880503,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q2
TCGA-E2-A154-01Z-00-DX1_1.png,119,258.21008403361344,0.0038728154391902,30727,0.1379284030972954,MoNuSAC,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q2
TCGA-E2-A154-01Z-00-DX1_2.png,10,3009.5,0.0003322811098189,30095,0.4730728118712273,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-E2-A154-01Z-00-DX1_3.png,131,505.3129770992367,0.0019789715390658,66196,0.1970119047619047,MoNuSAC,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q2
TCGA-E2-A154-01Z-00-DX1_4.png,143,658.4405594405595,0.0015187399768471,94157,0.2422069937697108,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-E2-A154-01Z-00-DX1_5.png,110,268.1636363636364,0.0037290663773815,29498,0.1187348049397027,MoNuSAC,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q1
TCGA-E2-A154-01Z-00-DX1_6.png,2,643.0,0.0015552099533437,1286,0.1458049886621315,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q2
TCGA-E2-A154-01Z-00-DX1_7.png,2,594.5,0.0016820857863751,1189,0.0767691115702479,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q1
TCGA-E2-A154-01Z-00-DX1_8.png,19,311.10526315789474,0.0032143461343258,5911,0.1761218044216673,MoNuSAC,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q2
TCGA-E9-A22B-01Z-00-DX1_1.png,291,381.6769759450172,0.0026200165664277,111068,0.0406174757395168,MoNuSAC,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q1
TCGA-E9-A22B-01Z-00-DX1_2.png,33,333.42424242424244,0.0029991820412614,11003,0.0191784785503628,MoNuSAC,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q1
TCGA-E9-A22B-01Z-00-DX1_3.png,182,1182.0274725274726,0.0008460040254916,215129,0.3547325930738357,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-E9-A22B-01Z-00-DX1_4.png,7,705.1428571428571,0.001418152350081,4936,0.0696476697097543,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q1
TCGA-E9-A22B-01Z-00-DX1_5.png,3,2840.0,0.0003521126760563,8520,0.2675711324665536,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-E9-A22B-01Z-00-DX1_6.png,5,1944.6,0.0005142445747197,9723,0.1221543796170661,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q2
TCGA-E9-A22B-01Z-00-DX1_7.png,2,504.5,0.0019821605550049,1009,0.0174718614718614,MoNuSAC,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q1
TCGA-E9-A22B-01Z-00-DX1_8.png,213,1228.8028169014085,0.0008138002177775,261735,0.2100922291521179,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q2
TCGA-E9-A22G-01Z-00-DX1_1.png,379,412.467018469657,0.0024244362705901,156325,0.462636874815034,MoNuSAC,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q3
TCGA-E9-A22G-01Z-00-DX1_2.png,282,600.9787234042553,0.0016639524180414,169476,0.3872250198780811,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-E9-A22G-01Z-00-DX1_3.png,24,992.4166666666666,0.0010076412797044,23818,0.1735297546191059,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q2
TCGA-E9-A22G-01Z-00-DX1_4.png,7,1561.857142857143,0.0006402634226653,10933,0.1229172756503946,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q2
TCGA-E9-A22G-01Z-00-DX1_5.png,170,750.5411764705882,0.0013323719355445,127592,0.258578620125001,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-EJ-5495-01Z-00-DX1-1.png,638,730.8260188087775,0.0013683147209645,466267,0.2023871480491024,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q2
TCGA-EJ-5495-01Z-00-DX1-2.png,335,369.4029850746269,0.0027070707070707,123750,0.3435066827663738,MoNuSAC,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q3
TCGA-EJ-5495-01Z-00-DX1-3.png,8,3064.0,0.0003263707571801,24512,0.1525136884021901,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q2
TCGA-EJ-5495-01Z-00-DX1-4.png,14,649.2857142857143,0.0015401540154015,9090,0.0959164292497625,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q1
TCGA-EJ-5505-01Z-00-DX1-1.png,328,847.829268292683,0.0011794827536607,278088,0.2503236074079542,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-EJ-5505-01Z-00-DX1-2.png,5,653.6,0.0015299877600979,3268,0.0415575167221953,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q1
TCGA-EJ-5505-01Z-00-DX1-3.png,8,720.5,0.0013879250520471,5764,0.102162353775257,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q1
TCGA-EJ-5505-01Z-00-DX1-4.png,29,722.1724137931035,0.0013847108819175,20943,0.1211754767635623,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q2
TCGA-EJ-5505-01Z-00-DX1-5.png,35,755.5428571428571,0.0013235516563303,26444,0.218125427895045,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-EJ-5505-01Z-00-DX1-6.png,29,659.7241379310345,0.0015157850721304,19132,0.3007041368037219,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-EJ-5517-01Z-00-DX1-1.png,51,772.0196078431372,0.0012953038884514,39373,0.1629312984680576,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q2
TCGA-EJ-5517-01Z-00-DX1-2.png,6,754.6666666666666,0.0013250883392226,4528,0.1240140227870289,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q2
TCGA-EJ-5517-01Z-00-DX1-3.png,13,1328.076923076923,0.0007529684332464,17265,0.0286223474801061,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q1
TCGA-EJ-5517-01Z-00-DX1-4.png,772,702.6463730569948,0.0014231910080874,542443,0.1768452192328707,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q2
TCGA-EV-5903-01Z-00-DX1_1.png,337,682.919881305638,0.0014643006117908,230144,0.2325022705299856,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-EV-5903-01Z-00-DX1_2.png,511,288.600782778865,0.0034649940667909,147475,0.318878654212074,MoNuSAC,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q3
TCGA-EV-5903-01Z-00-DX1_3.png,18,427.44444444444446,0.002339485313231,7694,0.3167819499341238,MoNuSAC,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q3
TCGA-EV-5903-01Z-00-DX1_4.png,19,1203.4736842105262,0.000830928015394,22866,0.2424608728845909,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-EV-5903-01Z-00-DX1_5.png,5,2652.8,0.0003769601930036,13264,0.3061441166966717,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-EW-A6SD-01Z-00-DX1_1.png,11,496.09090909090907,0.0020157595748579,5457,0.106053833446701,MoNuSAC,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q1
TCGA-EW-A6SD-01Z-00-DX1_2.png,6,575.3333333333334,0.0017381228273464,3452,0.0891183684006712,MoNuSAC,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q1
TCGA-EW-A6SD-01Z-00-DX1_3.png,264,744.3636363636364,0.001343429408891,196512,0.2580706164162287,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-EW-A6SD-01Z-00-DX1_4.png,140,2148.5071428571428,0.0004654394579625,300791,0.4349299073866552,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-EW-A6SD-01Z-00-DX1_5.png,359,290.0557103064067,0.0034476135599731,104130,0.4182330827067669,MoNuSAC,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q3
TCGA-F9-A97G-01Z-00-DX1_1.png,258,551.9612403100775,0.0018117214162324,142406,0.1294082367053178,MoNuSAC,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q2
